run_id,timestamp,protocol,http_version,payload,attempt,http_code,size_bytes,time_namelookup_s,time_connect_s,time_appconnect_s,time_pretransfer_s,time_starttransfer_s,time_total_s,time_to_last_byte_s,body_transfer_s,speed_Bps,speed_KBps,speed_MBps,num_connects,num_redirects
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,1,200,102400,0.000222,0.000278,0.002832,0.002869,0.003295,0.003466,0.003466,0.000171,29544143,28851.702,28.175,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,2,200,102400,0.000227,0.000278,0.002597,0.002632,0.003228,0.003482,0.003482,0.000254,29408385,28719.126,28.046,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,3,200,102400,0.000229,0.000280,0.002571,0.002607,0.003040,0.003162,0.003162,0.000122,32384566,31625.553,30.884,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,4,200,102400,0.000225,0.000281,0.002609,0.002644,0.003016,0.003184,0.003184,0.000168,32160804,31407.035,30.671,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,5,200,102400,0.000228,0.000277,0.002510,0.002547,0.002885,0.003042,0.003042,0.000157,33662064,32873.109,32.103,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,6,200,102400,0.000170,0.000207,0.002389,0.002419,0.002736,0.002869,0.002869,0.000133,35691878,34855.350,34.038,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,7,200,102400,0.000166,0.000205,0.002333,0.002366,0.002721,0.002875,0.002875,0.000154,35617391,34782.608,33.967,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,8,200,102400,0.000170,0.000204,0.002361,0.002391,0.002682,0.002855,0.002855,0.000173,35866900,35026.270,34.205,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,9,200,102400,0.000163,0.000196,0.002332,0.002362,0.002674,0.002850,0.002850,0.000176,35929824,35087.719,34.265,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,10,200,102400,0.000169,0.000203,0.002506,0.002548,0.002989,0.003153,0.003153,0.000164,32477006,31715.826,30.972,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,11,200,102400,0.000175,0.000209,0.002362,0.002395,0.002684,0.002819,0.002819,0.000135,36324937,35473.571,34.642,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,12,200,102400,0.000169,0.000204,0.002345,0.002374,0.002664,0.002820,0.002820,0.000156,36312056,35460.992,34.630,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,13,200,102400,0.000166,0.000199,0.002365,0.002393,0.002675,0.002812,0.002812,0.000137,36415362,35561.877,34.728,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,14,200,102400,0.000167,0.000199,0.002294,0.002323,0.002600,0.002801,0.002801,0.000201,36558372,35701.535,34.865,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,15,200,102400,0.000170,0.000209,0.002370,0.002400,0.002734,0.002897,0.002897,0.000163,35346910,34518.467,33.709,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,16,200,102400,0.000172,0.000208,0.002315,0.002347,0.002663,0.002796,0.002796,0.000133,36623748,35765.379,34.927,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,17,200,102400,0.000162,0.000193,0.002279,0.002311,0.002608,0.002800,0.002800,0.000192,36571428,35714.285,34.877,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,18,200,102400,0.000152,0.000185,0.003059,0.003091,0.003417,0.003543,0.003543,0.000126,28902060,28224.668,27.563,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,19,200,102400,0.000161,0.000196,0.002342,0.002371,0.002664,0.002894,0.002894,0.000230,35383552,34554.250,33.744,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,20,200,102400,0.000166,0.000199,0.002348,0.002377,0.002746,0.002895,0.002895,0.000149,35371329,34542.313,33.733,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,21,200,102400,0.000156,0.000192,0.002330,0.002359,0.002646,0.002840,0.002840,0.000194,36056338,35211.268,34.386,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,22,200,102400,0.000169,0.000207,0.002394,0.002424,0.002769,0.002902,0.002902,0.000133,35286009,34458.993,33.651,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,23,200,102400,0.000158,0.000192,0.002357,0.002388,0.002695,0.002901,0.002901,0.000206,35298173,34470.872,33.663,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,24,200,102400,0.000182,0.000223,0.002414,0.002446,0.002766,0.002912,0.002912,0.000146,35164835,34340.659,33.536,1,0
20260426T222003Z,2026-04-26T22:20:03Z,HTTP/2,2,100kb.bin,25,200,102400,0.000169,0.000203,0.002345,0.002375,0.002691,0.002840,0.002840,0.000149,36056338,35211.268,34.386,1,0
