run_id,timestamp,protocol,http_version,payload,attempt,http_code,size_bytes,time_namelookup_s,time_connect_s,time_appconnect_s,time_pretransfer_s,time_starttransfer_s,time_total_s,speed_Bps,speed_KBps,speed_MBps,num_connects,num_redirects
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,1,200,102400,0.000193,0.000247,0.002990,0.003041,0.004690,0.004823,21231598,20733.982,20.248,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,2,200,102400,0.000224,0.000279,0.002824,0.002864,0.003244,0.003385,30251107,29542.097,28.850,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,3,200,102400,0.000223,0.000271,0.002563,0.002601,0.003288,0.003599,28452347,27785.495,27.134,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,4,200,102400,0.000198,0.000250,0.002521,0.002558,0.002897,0.003082,33225178,32446.463,31.686,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,5,200,102400,0.000182,0.000230,0.002460,0.002496,0.002853,0.002963,34559568,33749.578,32.959,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,6,200,102400,0.000170,0.000212,0.002452,0.002486,0.002825,0.002958,34617985,33806.626,33.014,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,7,200,102400,0.000153,0.000185,0.002341,0.002371,0.002676,0.002847,35967685,35124.692,34.301,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,8,200,102400,0.000165,0.000199,0.002380,0.002409,0.002725,0.002887,35469345,34638.032,33.826,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,9,200,102400,0.000175,0.000230,0.002428,0.002463,0.002812,0.003000,34133333,33333.333,32.552,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,10,200,102400,0.000170,0.000207,0.002479,0.002509,0.002849,0.003034,33750823,32959.788,32.187,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,11,200,102400,0.000149,0.000182,0.002398,0.002450,0.002760,0.002925,35008547,34188.034,33.387,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,12,200,102400,0.000160,0.000204,0.002379,0.002414,0.002737,0.002850,35929824,35087.719,34.265,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,13,200,102400,0.000154,0.000188,0.002340,0.002369,0.002703,0.002866,35729239,34891.835,34.074,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,14,200,102400,0.000177,0.000212,0.002382,0.002411,0.002693,0.002845,35992970,35149.385,34.326,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,15,200,102400,0.000191,0.000234,0.002465,0.002495,0.002840,0.003024,33862433,33068.782,32.294,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,16,200,102400,0.000151,0.000186,0.002453,0.002481,0.002760,0.002883,35518557,34686.091,33.873,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,17,200,102400,0.000160,0.000194,0.002374,0.002408,0.002752,0.002880,35555555,34722.222,33.908,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,18,200,102400,0.000172,0.000214,0.002416,0.002447,0.002757,0.002871,35667014,34831.068,34.015,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,19,200,102400,0.000170,0.000204,0.002339,0.002370,0.002624,0.002742,37345003,36469.729,35.615,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,20,200,102400,0.000190,0.000224,0.002690,0.002727,0.003009,0.003122,32799487,32030.749,31.280,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,21,200,102400,0.000175,0.000218,0.002406,0.002448,0.002749,0.002897,35346910,34518.467,33.709,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,22,200,102400,0.000162,0.000204,0.002407,0.002437,0.002761,0.002905,35249569,34423.407,33.617,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,23,200,102400,0.000162,0.000203,0.002401,0.002433,0.002749,0.002950,34711864,33898.305,33.104,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,24,200,102400,0.000169,0.000208,0.002443,0.002475,0.002787,0.002899,35322525,34494.653,33.686,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,25,200,102400,0.000166,0.000204,0.002403,0.002432,0.002749,0.002864,35754189,34916.200,34.098,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,26,200,102400,0.000158,0.000199,0.002453,0.002485,0.002795,0.002934,34901158,34083.162,33.284,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,27,200,102400,0.000160,0.000199,0.002398,0.002435,0.002754,0.002935,34889267,34071.550,33.273,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,28,200,102400,0.000164,0.000203,0.002417,0.002449,0.002758,0.002843,36018290,35174.111,34.350,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,29,200,102400,0.000186,0.000225,0.002837,0.002869,0.003243,0.003435,29810771,29112.081,28.430,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,30,200,102400,0.000165,0.000210,0.002866,0.002899,0.003300,0.003572,28667413,27995.521,27.339,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,31,200,102400,0.000178,0.000223,0.003206,0.003260,0.003678,0.003963,25839010,25233.408,24.642,1,0
20260426T215041Z,2026-04-26T21:50:41Z,HTTP/2,2,100kb.bin,32,200,102400,0.000201,0.000243,0.002970,0.003007,0.003409,0.003562,28747894,28074.115,27.416,1,0
20260426T215041Z,2026-04-26T21:50:42Z,HTTP/2,2,100kb.bin,33,200,102400,0.000177,0.000223,0.002894,0.002929,0.003270,0.003431,29845526,29146.021,28.463,1,0
20260426T215041Z,2026-04-26T21:50:42Z,HTTP/2,2,100kb.bin,34,200,102400,0.000296,0.000341,0.002697,0.002732,0.003185,0.003357,30503425,29788.501,29.090,1,0
