run_id,timestamp,protocol,http_version,payload,attempt,http_code,size_bytes,time_namelookup_s,time_connect_s,time_appconnect_s,time_pretransfer_s,time_starttransfer_s,time_total_s,time_to_last_byte_s,body_transfer_s,speed_Bps,speed_KBps,speed_MBps,num_connects,num_redirects
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,1,200,102400,0.000181,0.000231,0.002938,0.002995,0.004694,0.004874,0.004874,0.000180,21009437,20517.028,20.036,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,2,200,102400,0.000197,0.000253,0.002544,0.002581,0.002975,0.003523,0.003523,0.000548,29066136,28384.898,27.720,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,3,200,102400,0.000223,0.000282,0.002679,0.002717,0.003104,0.003251,0.003251,0.000147,31498000,30759.766,30.039,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,4,200,102400,0.000202,0.000257,0.002532,0.002566,0.002927,0.003111,0.003111,0.000184,32915461,32144.005,31.391,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,5,200,102400,0.000192,0.000236,0.002466,0.002500,0.002833,0.002990,0.002990,0.000157,34247491,33444.815,32.661,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,6,200,102400,0.000177,0.000215,0.002582,0.002618,0.002987,0.003126,0.003126,0.000139,32757517,31989.763,31.240,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,7,200,102400,0.000166,0.000207,0.002432,0.002465,0.002783,0.002932,0.002932,0.000149,34924965,34106.411,33.307,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,8,200,102400,0.000182,0.000223,0.002436,0.002468,0.002794,0.002925,0.002925,0.000131,35008547,34188.034,33.387,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,9,200,102400,0.000186,0.000227,0.002419,0.002451,0.002730,0.002812,0.002812,0.000082,36415362,35561.877,34.728,1,0
20260426T215714Z,2026-04-26T21:57:14Z,HTTP/2,2,100kb.bin,10,200,102400,0.000161,0.000196,0.002343,0.002372,0.002688,0.002810,0.002810,0.000122,36441281,35587.188,34.753,1,0
