request_num,payload,attempt,protocol,size_bytes,time_connect_s,time_ttfb_s,time_transfer_s,time_total_s,speed_Bps,speed_KBps,speed_MBps
27,5mb.bin,7,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
28,5mb.bin,8,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
29,5mb.bin,9,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
30,5mb.bin,10,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
31,small_page.bin,1,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
32,small_page.bin,2,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
33,small_page.bin,3,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
34,small_page.bin,4,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
35,small_page.bin,5,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
36,small_page.bin,6,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
37,small_page.bin,7,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
38,small_page.bin,8,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
39,small_page.bin,9,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
40,small_page.bin,10,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
41,medium_page.bin,1,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
42,medium_page.bin,2,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
43,medium_page.bin,3,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
44,medium_page.bin,4,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
45,medium_page.bin,5,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
46,medium_page.bin,6,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
47,medium_page.bin,7,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
48,medium_page.bin,8,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
49,medium_page.bin,9,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
50,medium_page.bin,10,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
51,large_page.bin,1,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
52,large_page.bin,2,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
53,large_page.bin,3,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
54,large_page.bin,4,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
55,large_page.bin,5,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.004,0,0.000,0.000
56,large_page.bin,6,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
57,large_page.bin,7,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
58,large_page.bin,8,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
59,large_page.bin,9,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.003,0,0.000,0.000
60,large_page.bin,10,QUIC/HTTP3,0,0.000000,0.000000,0.000000,10.004,0,0.000,0.000
