request_num,payload,attempt,protocol,size_bytes,time_connect_s,time_ttfb_s,time_transfer_s,time_total_s,speed_Bps,speed_KBps,speed_MBps
24,5mb.bin,4,QUIC/HTTP3,5242939,0.000500,0.000450,0.017760,0.020,261558444,255428.168,249.442
25,5mb.bin,5,QUIC/HTTP3,5242939,0.000440,0.000270,0.019190,0.021,246924080,241136.797,235.485
26,5mb.bin,6,QUIC/HTTP3,5242939,0.000460,0.000390,0.017340,0.020,268758407,262459.382,256.308
27,5mb.bin,7,QUIC/HTTP3,5242939,0.000460,0.000270,0.017910,0.020,262369964,256220.668,250.215
28,5mb.bin,8,QUIC/HTTP3,5242939,0.000450,0.000390,0.017720,0.020,263862053,257677.786,251.638
29,5mb.bin,9,QUIC/HTTP3,5242939,0.000410,0.000320,0.016480,0.019,282379437,275761.169,269.298
30,5mb.bin,10,QUIC/HTTP3,5242939,0.000460,0.000270,0.014800,0.017,310711094,303428.803,296.317
31,small_page.bin,1,QUIC/HTTP3,20539,0.000450,0.001010,0.000050,0.003,7211728,7042.703,6.878
32,small_page.bin,2,QUIC/HTTP3,20539,0.000430,0.000300,0.000020,0.002,9989786,9755.650,9.527
33,small_page.bin,3,QUIC/HTTP3,20539,0.000440,0.000260,0.000050,0.002,10053353,9817.728,9.588
34,small_page.bin,4,QUIC/HTTP3,20539,0.000420,0.000260,0.000020,0.002,10305569,10064.032,9.828
35,small_page.bin,5,QUIC/HTTP3,20539,0.000440,0.000290,0.000020,0.002,10004384,9769.906,9.541
36,small_page.bin,6,QUIC/HTTP3,20539,0.000450,0.000300,0.000020,0.002,9827273,9596.946,9.372
37,small_page.bin,7,QUIC/HTTP3,20539,0.000450,0.000300,0.000020,0.002,9803819,9574.042,9.350
38,small_page.bin,8,QUIC/HTTP3,20539,0.000420,0.000250,0.000020,0.002,10305569,10064.032,9.828
39,small_page.bin,9,QUIC/HTTP3,20539,0.000440,0.000280,0.000020,0.002,10078018,9841.814,9.611
40,small_page.bin,10,QUIC/HTTP3,20539,0.000430,0.000280,0.000020,0.002,10092875,9856.323,9.625
41,medium_page.bin,1,QUIC/HTTP3,204859,0.000480,0.001040,0.001060,0.004,52907800,51667.773,50.457
42,medium_page.bin,2,QUIC/HTTP3,204859,0.000450,0.000320,0.000820,0.003,70037265,68395.767,66.793
43,medium_page.bin,3,QUIC/HTTP3,204859,0.000450,0.000250,0.000920,0.003,70037265,68395.767,66.793
44,medium_page.bin,4,QUIC/HTTP3,204859,0.000440,0.000400,0.000860,0.003,67677238,66091.053,64.542
45,medium_page.bin,5,QUIC/HTTP3,204859,0.000440,0.000260,0.000790,0.003,73242403,71525.784,69.849
46,medium_page.bin,6,QUIC/HTTP3,204859,0.000450,0.000350,0.000760,0.003,71354580,69682.207,68.049
47,medium_page.bin,7,QUIC/HTTP3,204859,0.000440,0.000400,0.000730,0.003,70983714,69320.033,67.695
48,medium_page.bin,8,QUIC/HTTP3,204859,0.000450,0.000280,0.000700,0.003,71654075,69974.683,68.335
49,medium_page.bin,9,QUIC/HTTP3,204859,0.000450,0.000260,0.000860,0.003,70277530,68630.400,67.022
50,medium_page.bin,10,QUIC/HTTP3,204859,0.000440,0.000290,0.000800,0.003,71156304,69488.578,67.860
51,large_page.bin,1,QUIC/HTTP3,512059,0.000450,0.000830,0.002250,0.005,105972475,103488.745,101.063
52,large_page.bin,2,QUIC/HTTP3,512059,0.000470,0.000260,0.002200,0.004,120740156,117910.309,115.147
53,large_page.bin,3,QUIC/HTTP3,512059,0.000430,0.000250,0.001770,0.004,134929908,131767.488,128.679
54,large_page.bin,4,QUIC/HTTP3,512059,0.000450,0.000390,0.002030,0.004,122326565,119459.536,116.660
55,large_page.bin,5,QUIC/HTTP3,512059,0.000450,0.000270,0.002040,0.004,125228418,122293.377,119.427
56,large_page.bin,6,QUIC/HTTP3,512059,0.000450,0.000270,0.002040,0.004,124105429,121196.708,118.356
57,large_page.bin,7,QUIC/HTTP3,512059,0.000460,0.000420,0.001940,0.004,124075357,121167.341,118.327
58,large_page.bin,8,QUIC/HTTP3,512059,0.000470,0.000400,0.001950,0.004,123179937,120292.907,117.474
59,large_page.bin,9,QUIC/HTTP3,512059,0.000440,0.000410,0.001880,0.004,125597008,122653.328,119.779
60,large_page.bin,10,QUIC/HTTP3,512059,0.000500,0.000390,0.001830,0.004,124922908,121995.027,119.136
