request_num,payload,attempt,protocol,size_bytes,time_connect_s,time_ttfb_s,time_transfer_s,time_total_s,speed_Bps,speed_KBps,speed_MBps
79,1mb.bin,39,QUIC/HTTP3,1048635,0.000450,0.000400,0.003740,0.006,178096977,173922.829,169.847
80,1mb.bin,40,QUIC/HTTP3,1048635,0.000430,0.000400,0.003710,0.006,179745458,175532.674,171.419
81,5mb.bin,1,QUIC/HTTP3,5242939,0.000440,0.000400,0.015640,0.018,294812135,287902.476,281.155
82,5mb.bin,2,QUIC/HTTP3,5242939,0.000430,0.000270,0.014850,0.017,311098261,303806.896,296.686
83,5mb.bin,3,QUIC/HTTP3,5242939,0.000440,0.000260,0.011920,0.014,376134515,367318.862,358.710
84,5mb.bin,4,QUIC/HTTP3,5242939,0.000440,0.000380,0.014540,0.017,314287196,306921.090,299.728
85,5mb.bin,5,QUIC/HTTP3,5242939,0.000430,0.000260,0.015650,0.018,297454839,290483.241,283.675
86,5mb.bin,6,QUIC/HTTP3,5242939,0.000450,0.000270,0.015220,0.017,304097152,296969.875,290.010
87,5mb.bin,7,QUIC/HTTP3,5242939,0.000440,0.000410,0.015360,0.018,298216199,291226.757,284.401
88,5mb.bin,8,QUIC/HTTP3,5242939,0.000440,0.000270,0.015910,0.018,292362628,285510.379,278.819
89,5mb.bin,9,QUIC/HTTP3,5242939,0.000450,0.000250,0.015680,0.018,296043986,289105.455,282.330
90,5mb.bin,10,QUIC/HTTP3,5242939,0.000460,0.000270,0.014900,0.017,309646764,302389.418,295.302
91,5mb.bin,11,QUIC/HTTP3,5242939,0.000450,0.000270,0.015660,0.018,295793456,288860.797,282.091
92,5mb.bin,12,QUIC/HTTP3,5242939,0.000440,0.000400,0.016160,0.018,286452439,279738.710,273.182
93,5mb.bin,13,QUIC/HTTP3,5242939,0.000430,0.000270,0.015190,0.017,304928405,297781.646,290.802
94,5mb.bin,14,QUIC/HTTP3,5242939,0.000450,0.000250,0.015660,0.018,296630212,289677.941,282.889
95,5mb.bin,15,QUIC/HTTP3,5242939,0.000400,0.000310,0.014570,0.017,315573552,308177.297,300.954
96,5mb.bin,16,QUIC/HTTP3,5242939,0.000440,0.000400,0.026770,0.029,181316192,177066.594,172.917
97,5mb.bin,17,QUIC/HTTP3,5242939,0.000450,0.000270,0.015380,0.017,301093379,294036.503,287.145
98,5mb.bin,18,QUIC/HTTP3,5242939,0.000420,0.000350,0.011240,0.013,393554947,384331.003,375.323
99,5mb.bin,19,QUIC/HTTP3,5242939,0.000440,0.000270,0.015200,0.017,303358155,296248.198,289.305
100,5mb.bin,20,QUIC/HTTP3,5242939,0.000460,0.000270,0.015710,0.018,295044401,288129.298,281.376
101,5mb.bin,21,QUIC/HTTP3,5242939,0.000450,0.000400,0.015660,0.018,293853772,286966.574,280.241
102,5mb.bin,22,QUIC/HTTP3,5242939,0.000450,0.000400,0.015240,0.017,300368891,293328.995,286.454
103,5mb.bin,23,QUIC/HTTP3,5242939,0.000420,0.000320,0.014350,0.016,318274692,310815.129,303.530
104,5mb.bin,24,QUIC/HTTP3,5242939,0.000450,0.000280,0.015440,0.017,299750672,292725.266,285.865
105,5mb.bin,25,QUIC/HTTP3,5242939,0.000450,0.000270,0.015090,0.017,306425424,299243.578,292.230
106,5mb.bin,26,QUIC/HTTP3,5242939,0.000430,0.000260,0.015090,0.017,307017567,299821.843,292.795
107,5mb.bin,27,QUIC/HTTP3,5242939,0.000440,0.000410,0.015270,0.017,300678959,293631.796,286.750
108,5mb.bin,28,QUIC/HTTP3,5242939,0.000410,0.000320,0.014510,0.017,316296996,308883.785,301.644
109,5mb.bin,29,QUIC/HTTP3,5242939,0.000450,0.000410,0.014650,0.017,311504902,304204.006,297.074
110,5mb.bin,30,QUIC/HTTP3,5242939,0.000450,0.000270,0.014830,0.017,310840043,303554.729,296.440
111,5mb.bin,31,QUIC/HTTP3,5242939,0.000450,0.000420,0.014890,0.017,307179459,299979.940,292.949
112,5mb.bin,32,QUIC/HTTP3,5242939,0.000450,0.000320,0.013890,0.016,328690302,320986.623,313.463
113,5mb.bin,33,QUIC/HTTP3,5242939,0.000420,0.000380,0.014890,0.017,307828734,300613.998,293.568
114,5mb.bin,34,QUIC/HTTP3,5242939,0.000460,0.000370,0.013260,0.015,340163433,332190.853,324.405
115,5mb.bin,35,QUIC/HTTP3,5242939,0.000430,0.000350,0.013400,0.016,337687685,329773.130,322.044
116,5mb.bin,36,QUIC/HTTP3,5242939,0.000460,0.000390,0.015730,0.018,292362628,285510.379,278.819
117,5mb.bin,37,QUIC/HTTP3,5242939,0.000450,0.000390,0.012800,0.015,350229726,342021.217,334.005
118,5mb.bin,38,QUIC/HTTP3,5242939,0.000450,0.000410,0.027210,0.029,178464804,174282.035,170.197
119,5mb.bin,39,QUIC/HTTP3,5242939,0.000460,0.000400,0.026670,0.029,181579934,177324.154,173.168
120,5mb.bin,40,QUIC/HTTP3,5242939,0.000450,0.000410,0.015050,0.017,304485684,297349.301,290.380
